transaction_id,customer_id,customer_email,customer_country,product_category,product_name,unit_price,quantity,discount_applied,final_amount,payment_method,order_status,order_date,shipping_address
TRX-23817,f920056f-2dd0-40ab-b539-0887ee0da562,xperry@example.net,Uzbekistan,Home & Garden,Virtual multi-state synergy,794.11,2,0.0,1588.22,Bank Transfer,Cancelled,2025-06-16 05:00:00,"64251 Margaret Cove Suite 000, Donnaland, NE 24931"
TRX-23818,84ade09c-0703-4ad2-8af5-86689df24f7e,evelynewing@example.net,Panama,Home & Garden,Integrated web-enabled challenge,611.83,5,0.0,3059.15,PayPal,Completed,2025-07-11 02:00:00,"819 Chase Islands Apt. 319, Port Monique, OH 76738"
TRX-23819,af3f1ee5-6723-4417-8687-aa848f167d38,katherine51@example.org,Saint Helena,Sports,Balanced fresh-thinking Graphical User Interface,358.16,2,50.38,665.94,Gift Card,Pending,2025-11-10 16:00:00,"89948 Watson Wall Apt. 670, Josephburgh, NC 55272"
TRX-23820,fb4c1e4c-e420-4f4c-bec3-f3c2aef20941,vmiller@example.net,Dominica,Home & Garden,Self-enabling exuding solution,1360.55,5,1410.89,5391.86,Credit Card,Pending,2025-11-23 22:00:00,"USS Taylor, FPO AP 43862"
TRX-23821,988ddf9c-40a5-4ac6-8553-efbea21272a9,cherylwashington@example.org,Poland,Books,Programmable optimal contingency,181.38,3,0.0,544.14,Bank Transfer,Completed,2025-08-29 09:00:00,"0031 Michael Parkways, Jacobshire, IA 66006"
TRX-23822,2976c850-929c-4c30-b4af-6dae4fcc606c,mccannrobert@example.net,Comoros,Home & Garden,Managed actuating hardware,116.94,1,0.0,116.94,PayPal,Cancelled,2025-11-26 09:00:00,"42914 Thomas Hills Suite 269, Port Allisonberg, NJ 72235"
TRX-23823,7672c6aa-9b3d-4811-a67e-eeef53b8a888,tadams@example.com,Iceland,Electronics,Down-sized methodical solution,409.48,3,0.0,1228.44,Bank Transfer,Completed,2025-08-23 00:00:00,"5307 Reed Hill Apt. 586, North Adam, GA 88744"
TRX-23824,8fe88aca-7440-4d11-99ce-eeecfbe410e3,sanderson@example.net,Papua New Guinea,Home & Garden,Monitored asynchronous website,59.17,1,14.26,44.91,Credit Card,Pending,2025-01-08 01:00:00,"63642 Danielle Ports Suite 192, Andrewsstad, NE 18299"
TRX-23825,4a949a31-d317-46af-ae14-aba3caf4fb82,hayeslauren@example.org,Guadeloupe,Electronics,Front-line actuating hub,470.45,3,390.46,1020.89,Bank Transfer,Cancelled,2025-12-07 04:00:00,"73217 Robert Cliffs Apt. 130, New Kylebury, AZ 96803"
TRX-23826,a50da99b-0e29-47bd-9d97-cc04f65bf56c,daniel71@example.com,Central African Republic,Home & Garden,Open-source encompassing productivity,263.89,3,85.29,706.38,Bank Transfer,Refunded,2025-09-17 12:00:00,"976 Jackson Wells Apt. 012, Angelaberg, UT 77403"
TRX-23827,d56d96f3-eef6-4e93-a721-58ba019a4c07,thomas64@example.org,Japan,Clothing,Multi-lateral multi-tasking infrastructure,627.48,4,713.22,1796.7,Gift Card,Refunded,2025-07-19 12:00:00,"0432 Colton Heights Suite 732, Brownton, KS 50024"
TRX-23828,70f5c741-726e-4991-83bb-5cdbe83ea248,gordoncheryl@example.net,Antigua and Barbuda,,Proactive heuristic strategy,1464.22,1,268.48,1195.74,PayPal,Completed,2025-07-18 16:00:00,"343 Bond Lights, West Maryshire, MA 51370"
TRX-23829,ed187351-6e64-4eca-bd0c-8e90870f4bb5,jessegreen@example.org,Cyprus,Sports,Inverse secondary neural-net,790.71,3,0.0,2372.13,Bank Transfer,Completed,2025-08-06 23:00:00,"547 Oscar Rue Apt. 357, North Ashley, CT 37518"
TRX-23830,935b7070-eb86-4fb3-a83a-f21cea47f977,katherine30@example.org,Fiji,Electronics,Networked didactic matrix,746.57,2,0.0,1493.14,Bank Transfer,Completed,2025-01-19 15:00:00,"PSC 3525, Box 5012, APO AP 58258"
TRX-23831,b445a7aa-8ca5-4c40-a0db-34a445033046,pbartlett@example.net,United Kingdom,Clothing,Synergized 4thgeneration hub,11.62,2,0.0,23.24,Gift Card,Completed,2025-08-23 23:00:00,"4439 Morales Highway Suite 411, Davidtown, UT 80064"
TRX-23832,3c6dacdd-cd38-464f-b153-832753d41db7,jason26@example.net,Libyan Arab Jamahiriya,Toys,Object-based solution-oriented knowledgebase,184.01,1,38.53,145.48,Gift Card,Pending,2025-08-25 01:00:00,"961 Rachel Underpass, Timville, IA 83513"
TRX-23833,159d3190-d958-431b-9acf-03b78781ee42,joseph07@example.org,Brazil,Clothing,Configurable intermediate utilization,1487.17,1,0.0,1487.17,Bank Transfer,Cancelled,2025-12-17 02:00:00,"541 Edwards Locks Apt. 888, Harrisbury, KS 51348"
TRX-23834,9ba9e11d-0ace-4ca0-8fed-abb6255df30b,bdickerson@example.net,Lesotho,Books,Persevering fresh-thinking synergy,1278.69,5,173.83,6219.62,PayPal,Refunded,2025-03-05 23:00:00,"1959 Jeffrey Parkways, Benjaminshire, LA 65386"
TRX-23835,c9e828af-82dd-4bf1-aa63-900587da264e,jacksoncharles@example.org,Sweden,Toys,Innovative systematic extranet,448.41,3,0.0,1345.23,Bank Transfer,Pending,2025-02-01 00:00:00,"064 Cory Gateway, Rangelville, DC 53589"
TRX-23836,306d94de-8df1-4f51-9697-ded1fc04c824,russellgarcia@example.com,Luxembourg,,Re-engineered client-driven model,900.06,2,0.0,1800.12,Credit Card,Completed,2025-07-03 10:00:00,"214 Ross Plaza, Clarkshire, MT 45637"
TRX-23837,ee110d5d-3a27-4196-a037-ca994496f2bf,zacharyjones@example.com,Zimbabwe,Books,Reverse-engineered mobile policy,1271.33,1,0.0,1271.33,Credit Card,Pending,2025-05-08 04:00:00,"563 Caitlyn Burgs Apt. 979, Mercadomouth, NJ 62372"
TRX-23838,fac39d22-266e-4f96-a499-4c64767de4b9,jwilliams@example.net,Liberia,Clothing,Enterprise-wide secondary project,642.52,1,0.0,642.52,Bank Transfer,Pending,2025-12-11 11:00:00,"4450 Lambert Shores Suite 382, East Dustin, NJ 81502"
TRX-23839,26f28af6-bb74-48b8-b218-27bdf70952f8,michaeladam@example.com,Iran,Electronics,Exclusive zero tolerance definition,289.89,5,0.0,1449.45,Bank Transfer,Completed,2025-03-23 10:00:00,"971 Strickland Station Apt. 564, Courtneyton, MS 17484"
TRX-23840,fe3a9b05-f883-4128-95cb-4aaac49197b9,qwilliams@example.com,Swaziland,Toys,Devolved mission-critical utilization,1034.05,1,97.18,936.87,PayPal,Refunded,2025-05-09 04:00:00,"577 Patel Circles, Port Haley, OH 41881"
TRX-23841,46322d41-86e7-43e5-83b0-78a275082d76,justin04@example.net,Mauritius,Books,Synchronized dynamic orchestration,1152.13,1,0.0,1152.13,PayPal,Pending,2025-09-07 03:00:00,"415 Cheryl Circle Suite 023, Lake Anthony, MA 67483"
TRX-23842,5bd4b9ea-ad27-49f6-9399-6b1f0e505a54,ehiggins@example.org,Senegal,Electronics,Triple-buffered incremental methodology,409.46,3,111.95,1116.43,Credit Card,Pending,2025-01-30 10:00:00,"6280 Glenn Ridges, North Garyfort, NE 96834"
TRX-23843,75100643-97af-45e9-8e88-5b9fa9588e64,lmitchell@example.com,Canada,Toys,Expanded logistical portal,1398.69,2,0.0,2797.38,Credit Card,Refunded,2025-11-07 00:00:00,"PSC 3073, Box 5856, APO AA 72081"
TRX-23844,8391ade0-7a6b-4f8a-83e1-0754f0b338c3,michaelwalker@example.net,Uruguay,Toys,Function-based even-keeled model,536.38,1,14.35,522.03,Bank Transfer,Refunded,2025-01-18 22:00:00,"8642 Haney Drive, Leahtown, PR 15465"
TRX-23845,882ccf03-b9fe-40a4-bf53-7a88a32bb527,iwatson@example.com,Niue,Toys,Extended intermediate moderator,1364.76,4,1006.9,4452.14,Bank Transfer,Pending,2025-08-27 04:00:00,"1337 Tonya Track, Andersonview, TN 10960"
TRX-23846,dec2787b-d693-4f96-b698-1122ee9f28d4,johnsonjohn@example.com,Niger,Clothing,Compatible radical protocol,865.88,1,0.0,865.88,Credit Card,Refunded,2025-10-02 12:00:00,"Unit 3354 Box 9066, DPO AE 74804"
TRX-23847,80ca169d-0181-47ee-bebc-a06562ada711,clinejean@example.com,Bermuda,Sports,Balanced scalable encoding,817.08,5,443.32,3642.08,Bank Transfer,Completed,2025-09-04 05:00:00,"264 Braun Turnpike, Salazarview, ID 09963"
TRX-23848,3c600eed-ee73-49aa-87e7-92c023a57c48,russellcruz@example.net,Ecuador,Home & Garden,Cross-platform incremental concept,1234.03,5,585.27,5584.88,Gift Card,Completed,2025-02-18 22:00:00,"58564 Mann View, Lake Valeriemouth, CO 82302"
TRX-23849,96227304-1a54-4532-bc98-cef4dee21dcb,rodney36@example.com,Niger,Sports,Face-to-face upward-trending superstructure,693.54,1,0.0,693.54,Credit Card,Refunded,2026-01-01 16:00:00,"20653 Rowe Shoal Suite 208, New Kimberly, AZ 79782"
TRX-23850,ed236a13-632a-4708-9357-2301e56ba885,dberg@example.org,Netherlands,Clothing,Monitored user-facing monitoring,19.12,1,0.68,18.44,Credit Card,Completed,2025-11-25 01:00:00,"1620 Mark Radial, New Corey, HI 83330"
TRX-23851,6d17ffd8-80a2-4720-bc09-6a897824389e,smithjason@example.org,Vietnam,Electronics,Innovative needs-based artificial intelligence,1202.74,2,0.0,2405.48,Bank Transfer,Refunded,2025-09-28 15:00:00,"7398 Nicholas Dale Apt. 203, North Shawnaside, WI 36086"
TRX-23852,1e6acc22-ccdb-470b-90b7-74ee5feebb87,smithjennifer@example.com,Afghanistan,Clothing,Implemented user-facing function,557.41,1,0.0,557.41,Gift Card,Pending,2025-11-16 15:00:00,"717 Curtis Ramp, East Anna, MT 15151"
TRX-23853,f5219945-fa43-4e6a-82d2-b17ceb3318be,bbarnett@example.com,Ghana,Books,Ameliorated asymmetric methodology,1325.89,5,892.15,5737.3,PayPal,Completed,2025-05-18 12:00:00,"23547 Kathleen River Apt. 719, New Gregory, NE 94536"
TRX-23854,6aba942d-c1f4-40b5-8055-b0ab54558155,rebecca45@example.net,Liechtenstein,Books,Secured discrete encryption,672.53,2,79.37,1265.69,Credit Card,Cancelled,2025-12-05 06:00:00,"520 Schneider Turnpike Apt. 272, Ramosstad, CO 52831"
TRX-23855,9c21035e-43d9-4510-a7f0-7a1f2fe6d0ea,joneskaren@example.com,Argentina,Home & Garden,Assimilated 6thgeneration flexibility,115.24,1,0.0,115.24,Gift Card,Cancelled,2025-07-26 12:00:00,"96940 Greene Mountains Suite 088, West Kristen, DE 99682"
TRX-23856,24cc84a8-05ee-45b4-b8ad-29cd991a24e4,frankrobert@example.com,United States Minor Outlying Islands,Home & Garden,Open-source interactive hierarchy,627.01,1,121.4,505.61,PayPal,Completed,2025-10-27 19:00:00,"01212 Alexis Lodge, Port Rachel, MD 08921"
TRX-23857,7e40dc38-a0d7-4717-a07c-419b0d33812f,charleshicks@example.org,Isle of Man,Clothing,Triple-buffered interactive forecast,40.95,2,23.11,58.79,Gift Card,Refunded,2025-06-14 16:00:00,"587 Bailey Wall, Port Mitchellview, KS 32335"
TRX-23858,4a9769d5-aafa-4e85-8de1-de202e4e8b06,amandahorn@example.net,Guam,Electronics,Diverse solution-oriented functionalities,346.11,2,59.47,632.75,Gift Card,Refunded,2025-12-29 18:00:00,"605 Nelson Groves, Elizabethstad, SD 21309"
TRX-23859,684ce2d5-3e11-481a-8f7d-b46424e0b4f5,perezmichael@example.net,Turkey,Books,Secured 6thgeneration projection,699.24,2,0.0,1398.48,PayPal,Refunded,2025-08-30 12:00:00,"7084 Samuel Expressway Suite 351, East Meganstad, MI 49347"
TRX-23860,b3b25975-8b21-42ad-98bb-026596a914a6,brownbrooke@example.net,Timor-Leste,Home & Garden,Reactive homogeneous customer loyalty,550.69,3,0.0,1652.07,Gift Card,Refunded,2025-03-22 08:00:00,"8470 Marco Terrace Apt. 371, West Royhaven, UT 17023"
TRX-23861,605095c8-458b-4a46-ae7d-56ac54f26e25,timothysmith@example.net,Niue,Clothing,Fully-configurable bifurcated complexity,816.76,5,0.0,4083.8,Bank Transfer,Refunded,2025-12-07 20:00:00,"768 Schroeder Causeway, South Tanyabury, IA 04446"
TRX-23862,9df9dd32-7468-4f70-91b5-ab939171dcc8,qwilliamson@example.net,Barbados,Electronics,Configurable clear-thinking policy,352.42,2,119.67,585.17,Credit Card,Cancelled,2025-11-12 11:00:00,"06397 Williams Passage, Micheletown, MS 65548"
TRX-23863,58c735ed-bbd9-4af2-86e4-06bba152653e,krystalshort@example.net,Croatia,Clothing,Inverse secondary pricing structure,623.82,2,0.0,1247.64,Bank Transfer,Pending,2025-09-08 14:00:00,"5870 Hanson Isle, Amyland, PW 92763"
TRX-23864,8ecc778a-6ea6-48ef-9a2b-54f7f34ed189,zgonzalez@example.org,Czech Republic,Clothing,Multi-lateral reciprocal toolset,1245.94,3,0.0,3737.82,Credit Card,Pending,2025-01-01 09:00:00,"05963 Reyes Islands, Lake Brandon, UT 07564"
TRX-23865,0b48491a-a090-4fa0-b407-156305e5155d,diane70@example.com,Lithuania,Electronics,Public-key high-level analyzer,101.64,3,19.72,285.2,PayPal,Completed,2025-10-27 11:00:00,"986 Graham Summit Apt. 807, Dustinmouth, TX 04310"
TRX-23866,57fae860-f307-41bd-b434-2e213f68b6d6,ian49@example.net,Brunei Darussalam,Books,Function-based value-added time-frame,1078.78,5,0.0,5393.9,Credit Card,Refunded,2025-01-28 17:00:00,"87103 Jessica Prairie, Marcbury, MH 58966"
TRX-23867,c131462f-e7db-4946-9ef6-07d0b7812497,collinsvictoria@example.org,Marshall Islands,Toys,Intuitive scalable focus group,718.09,2,187.55,1248.63,PayPal,Cancelled,2025-07-24 21:00:00,"Unit 2164 Box 9231, DPO AE 18878"
TRX-23868,732ec24a-6c39-4cf8-adc5-99634379c6f9,steven20@example.net,Burundi,Electronics,Reverse-engineered zero tolerance adapter,1046.08,4,0.0,4184.32,Credit Card,Refunded,2025-12-21 23:00:00,"6609 Lauren Pike, Lake Kevinview, DC 66051"
TRX-23869,d4d2ee37-de97-4b44-baba-94764e25aa31,corey74@example.net,United States Minor Outlying Islands,Toys,Down-sized context-sensitive analyzer,872.32,2,0.0,1744.64,Credit Card,Refunded,2025-03-23 04:00:00,"93244 Garcia Prairie Suite 523, New Scottmouth, ID 76129"
TRX-23870,f1c2cc9d-2001-4147-a6d3-04614f766b07,angelaalexander@example.com,Nauru,Sports,Digitized composite support,821.98,3,0.0,2465.94,Gift Card,Cancelled,2025-12-13 14:00:00,"120 Ford Mountains, Victoriafurt, NH 67375"
TRX-23871,1a2f2cc9-80fa-43b1-914d-b1cd1d374c70,craigjones@example.com,Kenya,Books,Distributed object-oriented superstructure,36.16,5,0.0,180.8,PayPal,Cancelled,2025-02-24 18:00:00,"98901 Michael Corner, South Jennifertown, NC 64680"
TRX-23872,d5302f41-1917-421f-90e0-e5d531be882b,kayla39@example.org,Tonga,Home & Garden,Vision-oriented responsive software,957.08,4,0.0,3828.32,Gift Card,Pending,2025-09-12 05:00:00,"69660 Savannah Run, Kennethchester, NY 90800"
TRX-23873,8d240784-fe71-43d5-a60e-c6b65e54fb82,kimberlyzavala@example.net,Venezuela,Home & Garden,Profit-focused zero tolerance data-warehouse,1039.18,4,0.0,4156.72,PayPal,Completed,2025-05-29 08:00:00,"57136 Faith Run, West Justintown, MN 20629"
TRX-23874,db9ec639-9ea8-441d-900d-ebe9e3857081,whitemichael@example.com,Indonesia,Sports,Ergonomic zero-defect toolset,378.04,2,219.28,536.8,Credit Card,Completed,2025-10-03 18:00:00,"USCGC Kaiser, FPO AA 03916"
TRX-23875,41047dfc-b88f-4bf8-adbe-6f6ccbd9994e,heidi62@example.org,Equatorial Guinea,Home & Garden,Synergized mobile implementation,719.51,2,0.0,1439.02,Gift Card,Pending,2025-10-02 20:00:00,"185 Hamilton Keys Suite 810, Thompsonmouth, WY 69678"
TRX-23876,518b81fa-8279-44be-8173-cbbd33f528da,delacruzangela@example.org,Holy See (Vatican City State),Clothing,Synergized disintermediate matrix,952.08,5,7.86,4752.54,Credit Card,Cancelled,2025-08-25 00:00:00,"USNV Christian, FPO AA 38249"
TRX-23877,d6a6ec88-a483-4ac8-9c9f-cd8c414010ac,alexa88@example.net,Guinea,Toys,Quality-focused explicit matrices,1053.81,3,0.0,3161.43,Bank Transfer,Pending,2025-04-29 04:00:00,"5497 Barber Circle, East Kristopherland, VT 04962"
TRX-23878,c54e05d6-e9d8-481a-8755-fec4e9c59891,shelia29@example.org,Gibraltar,Toys,Stand-alone eco-centric frame,246.59,4,279.55,706.81,Credit Card,Completed,2025-03-27 19:00:00,"USNV Gomez, FPO AP 39266"
TRX-23879,feae2c0e-a106-4227-b723-ffac23ca7cb9,uandersen@example.net,Saint Martin,Electronics,Inverse empowering ability,1273.97,2,556.08,1991.86,Bank Transfer,Refunded,2025-04-24 20:00:00,"131 Seth Centers, Thompsonborough, ID 84250"
TRX-23880,2b835e9f-3bb9-4a1a-b1c4-e09f06a30c6f,michael55@example.org,Saint Barthelemy,Toys,Universal directional matrix,98.0,4,111.86,280.14,Credit Card,Cancelled,2025-11-23 23:00:00,"3563 Brooks Prairie Suite 909, Williamsburgh, DC 50958"
TRX-23881,41312598-e586-43e5-b7dc-f716089961e9,taylorbradley@example.com,Haiti,Toys,Advanced grid-enabled strategy,214.35,5,78.99,992.76,Bank Transfer,Refunded,2025-03-31 14:00:00,"64685 James Village Apt. 848, Port Kimberlyfort, PW 79942"
TRX-23882,3f028e4e-6810-4590-a969-7069d136d6e1,cphillips@example.com,Latvia,Clothing,Open-architected neutral encoding,944.24,4,0.0,3776.96,PayPal,Refunded,2025-04-09 22:00:00,"5486 Willis Manors Suite 245, Jamesstad, TX 82775"
TRX-23883,a130c793-1fdd-491e-b712-2485a9256999,laura87@example.com,Lebanon,Clothing,Seamless radical support,357.39,5,0.0,1786.95,Credit Card,Completed,2025-09-25 05:00:00,"84353 Russell Villages Apt. 981, Hinesside, MP 48700"
TRX-23884,fd0f2825-0cf6-42fa-b6fb-9078e23189f6,millermary@example.org,Papua New Guinea,Home & Garden,Sharable eco-centric application,151.03,1,2.42,148.61,Bank Transfer,Cancelled,2025-05-17 05:00:00,"79673 Jennings Way, New Valeriefort, NV 68587"
TRX-23885,44f590bb-0978-4321-902d-2fbbcbc62239,pjohnson@example.net,Argentina,Sports,Total motivating focus group,215.75,3,0.0,647.25,Gift Card,Completed,2025-03-30 09:00:00,"PSC 5343, Box 7708, APO AE 55816"
TRX-23886,9afdd746-55cd-46e0-a02d-ab9fa5eebc9a,tfloyd@example.com,Kenya,Sports,Stand-alone heuristic installation,580.59,5,0.0,2902.95,Credit Card,Pending,2025-02-15 09:00:00,"0212 Mark Crest Apt. 392, South Steven, DC 32098"
TRX-23887,a700b4ff-5841-46d9-94d9-e059540df5a1,kimjoshua@example.net,Malaysia,Toys,Reduced well-modulated task-force,827.83,1,18.22,809.61,PayPal,Cancelled,2025-09-01 13:00:00,"38673 Tiffany Fields Apt. 584, South Margaretberg, IA 40320"
TRX-23888,a37df491-b6ba-4d35-a191-304773214747,rodgersmary@example.net,Myanmar,Home & Garden,Persistent leadingedge alliance,757.85,5,0.0,3789.25,Gift Card,Cancelled,2025-10-27 13:00:00,"81955 Smith Shoals Apt. 295, Ramirezburgh, VA 64573"
TRX-23889,4ee982cb-c59c-41be-b125-f44ce9a9aa77,victorhart@example.net,Oman,Home & Garden,Realigned hybrid info-mediaries,487.93,4,0.0,1951.72,Gift Card,Completed,2025-03-16 23:00:00,"26415 Roach Mission Apt. 420, Samanthatown, RI 78154"
TRX-23890,b892cda3-f325-47fa-81ba-d1e0990d8103,sloanmichael@example.org,Uzbekistan,Books,Digitized bi-directional model,740.29,1,0.0,740.29,Credit Card,Cancelled,2025-09-29 20:00:00,"4340 Tracy Spurs, East Mariaberg, CA 73338"
TRX-23891,4cd90b3b-a8d7-4fbf-8173-5cbe0bcbd098,grosswilliam@example.org,Reunion,,Reverse-engineered static task-force,312.34,3,259.55,677.47,Credit Card,Refunded,2025-01-02 15:00:00,"PSC 6706, Box 5264, APO AE 74246"
TRX-23892,3001523c-4b02-479f-a5e0-5e4c12fbd5bc,johnsonjoe@example.org,Singapore,Electronics,Devolved multimedia encryption,10.89,2,5.8,15.98,PayPal,Completed,2025-06-15 14:00:00,"060 Veronica Junctions, Michaelfurt, KY 71101"
TRX-23893,d9a03072-d8bb-415e-949a-cd365caaaef1,jamescraig@example.org,Heard Island and McDonald Islands,Books,Automated didactic contingency,949.65,1,238.94,710.71,PayPal,Cancelled,2025-10-05 20:00:00,"451 Savannah Forges Apt. 457, Port Pamelastad, WY 47798"
TRX-23894,7360b889-2629-4398-9dff-11b6b4d6d53b,stephenramirez@example.com,Macao,Sports,Vision-oriented neutral throughput,132.4,2,0.0,264.8,PayPal,Cancelled,2025-09-05 09:00:00,"1206 Wells Turnpike, Colinport, OH 14866"
TRX-23895,4e405e87-8ef3-4c44-ad91-bbe8f24f1454,carriebennett@example.net,Andorra,Clothing,Self-enabling 24hour approach,1096.31,3,0.0,3288.93,Gift Card,Cancelled,2025-03-13 07:00:00,"524 Wheeler Squares, Laurashire, WA 84012"
TRX-23896,5c754e84-6d1a-48d1-9efc-6856ae3cbfff,larry35@example.net,Suriname,Electronics,Quality-focused uniform open system,1459.49,1,0.0,1459.49,Credit Card,Pending,2025-09-20 11:00:00,"82368 Elizabeth Lakes, West Brianmouth, AZ 29366"
TRX-23897,c843bb16-2bc0-4c4d-8511-32bac81bc577,vasquezmatthew@example.org,Czech Republic,Books,Vision-oriented optimal encryption,894.55,4,734.32,2843.88,Gift Card,Cancelled,2025-11-20 02:00:00,"61214 Alexis Passage, West Jessefort, OR 11034"
TRX-23898,fb50ba48-827a-49f0-a9a5-5ca5c3633d5b,nyoung@example.net,Thailand,Home & Garden,Cross-platform clear-thinking migration,1204.17,3,294.36,3318.15,Credit Card,Cancelled,2025-05-09 22:00:00,"496 Rios Court Suite 335, Port John, SD 54694"
TRX-23899,15f81738-30d7-47ea-8b9d-537dbb4cbd65,youngmark@example.net,Grenada,Clothing,Total mobile product,1363.98,3,0.0,4091.94,PayPal,Pending,2025-08-21 15:00:00,"34959 Jeffrey Unions, Debrabury, NM 06995"
TRX-23900,3a8f7bbf-6d90-436f-b29f-9876052bce8e,ahiggins@example.net,North Macedonia,Clothing,Profound attitude-oriented info-mediaries,1376.06,1,0.0,1376.06,Bank Transfer,Cancelled,2025-04-05 21:00:00,"85667 Cynthia Bridge, West Robertside, IL 04578"
TRX-23901,d42f5556-7ac0-4e6c-a853-887c9876c402,margaretnelson@example.org,Mauritius,Sports,Re-engineered even-keeled interface,925.05,3,0.0,2775.15,Bank Transfer,Pending,2025-03-13 12:00:00,"947 Lisa Brooks Suite 675, Jonesview, LA 85309"
TRX-23902,b2c5ecf3-f8e8-43df-b364-86223c238eda,melindabarnes@example.net,Bolivia,Clothing,Compatible hybrid help-desk,1247.0,5,1105.4,5129.6,PayPal,Completed,2025-05-11 07:00:00,"842 Kristy Mount, Lake Kathleenborough, DE 89262"
TRX-23903,74c1dd9b-4802-4028-8618-1626f7082e9c,michaelelliott@example.org,Central African Republic,Clothing,Streamlined encompassing function,1061.35,2,161.57,1961.13,Bank Transfer,Completed,2025-05-30 07:00:00,"Unit 0316 Box 8212, DPO AE 46488"
TRX-23904,b9793d2b-e977-47e5-97e8-cfe5149f6253,kristiecarter@example.com,Jamaica,Clothing,Fully-configurable client-driven superstructure,192.53,5,0.0,962.65,PayPal,Pending,2025-03-19 14:00:00,"020 Jeremiah Ramp, South Anthony, AR 76643"
TRX-23905,ef342eb7-88bf-4edd-b4f5-2dfefcf3f25d,andrew48@example.org,Tokelau,Sports,Pre-emptive web-enabled strategy,713.14,2,0.0,1426.28,Credit Card,Completed,2025-05-14 12:00:00,"6765 Chelsey Ports, Jefferyhaven, MT 61235"
TRX-23906,857a93d3-a646-410e-bb83-518ad03d1038,bhill@example.net,Benin,Home & Garden,Customer-focused systematic array,525.0,5,469.4,2155.6,Gift Card,Completed,2025-08-01 09:00:00,"650 Hunter Lane, Lake Colleen, SD 74433"
TRX-23907,33ca9afe-01c0-4344-87ac-6be16c733179,patrick64@example.org,Oman,Electronics,Reactive dedicated pricing structure,1264.02,4,357.19,4698.89,Credit Card,Completed,2025-05-22 19:00:00,"87155 Jacob Trail Apt. 367, Jamesview, MO 33348"
TRX-23908,15b8b3a8-010a-4a6a-a763-9212187d5ee4,estein@example.net,Bahamas,Electronics,Cloned 24hour function,1180.64,4,1276.74,3445.82,Credit Card,Completed,2025-02-16 12:00:00,"051 Adrienne Roads Suite 222, Reynoldstown, MH 47294"
TRX-23909,34dfdafb-aad4-4a75-a7c9-aff746f1dcac,amywarren@example.org,Austria,Electronics,Ergonomic tertiary neural-net,1181.21,2,0.0,2362.42,PayPal,Cancelled,2025-01-05 15:00:00,"1792 Dean Mission Suite 478, Anthonymouth, AS 07532"
TRX-23910,30238709-906d-4374-9658-04cb5d496f36,colemanjeffrey@example.org,Nauru,Clothing,Sharable cohesive middleware,199.13,2,0.0,398.26,Credit Card,Refunded,2025-03-13 23:00:00,"1470 Spencer Highway Suite 886, Alvaradoburgh, IN 79947"
TRX-23911,a6382d07-7572-4ec4-8c20-7ad29d75b664,guerreroerin@example.net,Kazakhstan,Clothing,Multi-layered encompassing leverage,771.9,3,0.0,2315.7,Bank Transfer,Pending,2025-10-28 15:00:00,"806 Michael Underpass, South Ryanburgh, PR 04199"
TRX-23912,7694ab2e-279f-476d-b7d4-20650d3a1f4b,alexander31@example.net,Qatar,Electronics,Realigned bi-directional paradigm,1379.73,1,0.0,1379.73,Gift Card,Completed,2025-02-12 16:00:00,"Unit 5132 Box 6551, DPO AE 70570"
TRX-23913,4bc6fda5-4746-436a-90fa-4afcb3fdf140,marshallwarren@example.net,Zimbabwe,Toys,Versatile modular toolset,622.91,5,0.0,3114.55,Credit Card,Completed,2025-08-02 04:00:00,"902 Schultz Port, Cameronside, NH 18357"
TRX-23914,951f3cb2-d1b4-49e8-a484-625bdbed170f,richardskyle@example.com,Ethiopia,Clothing,Devolved real-time protocol,1025.89,3,293.53,2784.14,PayPal,Cancelled,2025-08-06 09:00:00,"55300 Sydney Village Suite 552, Taylorville, ME 48205"
TRX-23915,151089e3-7383-463c-aa41-79970f3cb0f1,sarahbarry@example.org,Norway,Sports,Organized local frame,592.93,3,14.89,1763.9,Credit Card,Refunded,2025-02-08 20:00:00,"98928 Bruce Station, Bellborough, IN 01699"
TRX-23916,6ff23ac3-6604-438c-858b-ac8a7c8cabe5,allensarah@example.net,Nauru,Electronics,Open-source upward-trending alliance,806.55,2,0.0,1613.1,PayPal,Cancelled,2025-02-03 21:00:00,"95977 Jeffrey Pine, Lake Sherry, MS 90579"
TRX-23917,763fe89b-3ebb-49ac-9cf6-85ebf169be85,ylewis@example.com,Colombia,Electronics,Virtual high-level adapter,128.46,3,0.0,385.38,Credit Card,Completed,2025-01-14 03:00:00,"41230 Hernandez Passage Apt. 812, Alexisborough, LA 08841"
TRX-23918,510f9d76-086e-4111-a1a3-6f968759f9ce,davislisa@example.net,Yemen,Toys,Innovative methodical frame,955.73,3,45.36,2821.83,PayPal,Pending,2025-09-06 00:00:00,"18254 Kelly Underpass, Beckerview, PR 98536"
TRX-23919,c8c97dfa-cb3d-45b3-8101-0ed270a97667,kenneth03@example.org,Mozambique,Books,Multi-channeled high-level success,473.37,3,81.69,1338.42,Bank Transfer,Pending,2025-08-13 20:00:00,"7124 Jennifer Forge, North Stephaniechester, VI 68467"
